ID,Gender,Qualification,Department,Admission_Probability,Admission
119,Male,Q4,B,0.06222778362802793,No
120,Male,Q4,B,0.06222778362802793,No
121,Male,Q4,B,0.06222778362802793,No
122,Male,Q4,B,0.06222778362802793,No
123,Male,Q4,B,0.06222778362802793,No
124,Male,Q4,B,0.06222778362802793,No
125,Male,Q4,B,0.06222778362802793,No
126,Male,Q4,B,0.06222778362802793,No
127,Male,Q4,B,0.06222778362802793,No
128,Male,Q4,B,0.06222778362802793,No
129,Male,Q4,B,0.06222778362802793,No
130,Male,Q4,B,0.06222778362802793,No
131,Male,Q4,B,0.06222778362802793,No
132,Male,Q4,B,0.06222778362802793,No
133,Male,Q4,B,0.06222778362802793,No
134,Male,Q4,B,0.06222778362802793,No
135,Male,Q4,B,0.06222778362802793,No
136,Male,Q4,B,0.06222778362802793,No
137,Male,Q4,B,0.06222778362802793,No
138,Male,Q4,B,0.06222778362802793,No
139,Male,Q4,B,0.06222778362802793,No
140,Male,Q4,B,0.06222778362802793,No
141,Male,Q4,B,0.06222778362802793,No
142,Male,Q4,B,0.06222778362802793,No
143,Male,Q4,B,0.06222778362802793,No
144,Male,Q4,B,0.06222778362802793,No
145,Male,Q4,B,0.06222778362802793,No
146,Male,Q4,B,0.06222778362802793,No
147,Male,Q4,B,0.06222778362802793,No
148,Male,Q4,B,0.06222778362802793,No
149,Male,Q4,B,0.06222778362802793,No
150,Male,Q4,B,0.06222778362802793,No
151,Male,Q4,B,0.06222778362802793,No
152,Male,Q4,B,0.06222778362802793,No
153,Male,Q4,B,0.06222778362802793,No
154,Male,Q4,B,0.06222778362802793,No
155,Male,Q4,B,0.06222778362802793,No
156,Male,Q4,B,0.06222778362802793,No
157,Male,Q4,B,0.06222778362802793,No
158,Male,Q4,B,0.06222778362802793,No
159,Male,Q4,B,0.06222778362802793,No
160,Male,Q4,B,0.06222778362802793,No
161,Female,Q1,B,0.9569173448263861,Yes
162,Female,Q1,B,0.9569173448263861,Yes
163,Female,Q1,B,0.9569173448263861,Yes
164,Female,Q1,B,0.9569173448263861,Yes
165,Female,Q1,B,0.9569173448263861,Yes
166,Female,Q1,B,0.9569173448263861,Yes
167,Female,Q1,B,0.9569173448263861,Yes
168,Female,Q1,B,0.9569173448263861,Yes
169,Female,Q1,B,0.9569173448263861,Yes
170,Female,Q1,B,0.9569173448263861,Yes
171,Female,Q2,B,0.5215565402742511,Yes
172,Female,Q2,B,0.5215565402742511,Yes
173,Female,Q2,B,0.5215565402742511,Yes
174,Female,Q2,B,0.5215565402742511,Yes
175,Female,Q2,B,0.5215565402742511,Yes
176,Female,Q2,B,0.5215565402742511,Yes
177,Female,Q4,B,0.015131441059421899,No
178,Female,Q4,B,0.015131441059421899,No
179,Female,Q4,B,0.015131441059421899,No
180,Female,Q4,B,0.015131441059421899,No
181,Female,Q4,B,0.015131441059421899,No
182,Female,Q4,B,0.015131441059421899,No
183,Female,Q4,B,0.015131441059421899,No
184,Female,Q4,B,0.015131441059421899,No
185,Female,Q4,B,0.015131441059421899,No
186,Female,Q4,B,0.015131441059421899,No
187,Female,Q4,B,0.015131441059421899,No
188,Female,Q4,B,0.015131441059421899,No
189,Female,Q4,B,0.015131441059421899,No
190,Female,Q4,B,0.015131441059421899,No
191,Female,Q4,B,0.015131441059421899,No
192,Female,Q4,B,0.015131441059421899,No
193,Female,Q4,B,0.015131441059421899,No
194,Female,Q4,B,0.015131441059421899,No
195,Female,Q4,B,0.015131441059421899,No
196,Female,Q4,B,0.015131441059421899,No
197,Female,Q4,B,0.015131441059421899,No
198,Female,Q4,B,0.015131441059421899,No
199,Female,Q4,B,0.015131441059421899,No
200,Female,Q4,B,0.015131441059421899,No
