ID,Gender,SAT,Admission,v1,v2,v3,v4,LFR_Score,Predicted_Admission
32,F,1560,Yes,2.9231268485037326e-41,7.965387043829678e-07,8.009122955951467e-07,0.9999984024490003,0.9999991989877046,Yes
33,F,1570,Yes,5.5210778195608616e-42,4.024974303355284e-07,4.0475653529579816e-07,0.9999991926460344,0.9999995951434648,Yes
34,F,1580,Yes,1.0427973178899031e-42,2.0338511764843545e-07,2.045514717761226e-07,0.9999995919634106,0.9999997953485282,Yes
35,F,1600,Yes,3.7200755881153674e-44,5.193152475036068e-08,5.2242009237307495e-08,0.999999895726466,0.9999999476579907,Yes
36,F,1200,No,4.457023379639182e-20,0.49971609785663323,0.5002705506676688,1.3351425670836065e-05,0.49972944928230406,No
37,F,1210,No,1.6658383611947552e-20,0.4996792427546793,0.5002943367747889,2.64204205023466e-05,0.4997056631751816,No
38,F,1220,No,6.226087905575516e-21,0.4996359968350363,0.5003117218301866,5.22812847460303e-05,0.49968827811978234,No
39,F,1230,No,2.3269478074023202e-21,0.49958010653600204,0.5003164407253522,0.00010345268861400247,0.49968355922461605,No
40,F,1240,No,8.696335427590053e-22,0.4994992018840431,0.5002960991424146,0.00020469892351275,0.4997039008075559,No
41,F,1250,No,3.249697124777186e-22,0.49936882249943454,0.5002261855863934,0.0004049918641493573,0.4997738143635839,No
42,F,1260,No,1.2141276934371787e-22,0.49914063280707227,0.5000582575830472,0.0008011095598747655,0.49994174236694705,No
43,F,1270,No,4.5343761565638326e-23,0.49871924449417526,0.49969670419855516,0.0015840512572999842,0.5003032957514753,Yes
44,F,1280,No,1.6921476995086848e-23,0.49791690566312174,0.49895331227618644,0.0031297820107965596,0.5010466876739184,Yes
45,F,1290,No,6.3052655587864474e-24,0.49636598066330606,0.49745949730461886,0.006174521982329097,0.5025405026456352,Yes
46,F,1300,No,2.3425020847690128e-24,0.49335397799292247,0.4945008384479989,0.012145183509628659,0.5054991615025511,Yes
47,F,1200,No,4.457023379639182e-20,0.49971609785663323,0.5002705506676688,1.3351425670836065e-05,0.49972944928230406,No
48,F,1210,No,1.6658383611947552e-20,0.4996792427546793,0.5002943367747889,2.64204205023466e-05,0.4997056631751816,No
49,F,1220,No,6.226087905575516e-21,0.4996359968350363,0.5003117218301866,5.22812847460303e-05,0.49968827811978234,No
50,F,1230,No,2.3269478074023202e-21,0.49958010653600204,0.5003164407253522,0.00010345268861400247,0.49968355922461605,No
51,F,1240,No,8.696335427590053e-22,0.4994992018840431,0.5002960991424146,0.00020469892351275,0.4997039008075559,No
52,F,1250,No,3.249697124777186e-22,0.49936882249943454,0.5002261855863934,0.0004049918641493573,0.4997738143635839,No
53,F,1260,No,1.2141276934371787e-22,0.49914063280707227,0.5000582575830472,0.0008011095598747655,0.49994174236694705,No
54,F,1270,No,4.5343761565638326e-23,0.49871924449417526,0.49969670419855516,0.0015840512572999842,0.5003032957514753,Yes
55,F,1280,No,1.6921476995086848e-23,0.49791690566312174,0.49895331227618644,0.0031297820107965596,0.5010466876739184,Yes
56,F,400,No,0.9999999998999987,7.232303855826021e-16,7.170407920388535e-16,3.720075975648824e-44,7.232303855826021e-16,No
57,F,425,No,0.9999999998999831,8.466944621995069e-15,8.397028326181184e-15,2.399452466376806e-42,8.466944621995069e-15,No
58,F,450,No,0.9999999998998026,9.912353333186981e-14,9.833483044972376e-14,1.5476490738597228e-40,9.912353333186981e-14,No
59,F,475,No,0.9999999998976881,1.1604510598370049e-12,1.1515667810013224e-12,9.982350929547934e-39,1.1604510598370049e-12,No
60,F,500,No,0.9999999998729288,1.3585539346521404e-11,1.3485618930860156e-11,6.438625639459526e-37,1.3585539346521404e-11,No
