ID,Gender,SAT,Admission,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,LFR_Score,Predicted_Admission
29,M,475,No,0.41821121269090505,0.41821121269090505,0.028429257879591753,0.028317252857125556,0.027040453138955173,0.02660113649151409,0.02659552758296801,0.026471224872089447,6.136087706243136e-05,6.136087706243136e-05,0.1439116170616454,No
30,M,500,No,0.3999101727838113,0.3999101727838113,0.034727192770773886,0.034595844194501256,0.03309676780605403,0.03258020486557299,0.032573607147104645,0.03242737398050028,8.933181393958645e-05,8.933181393958645e-05,0.16291413896004556,No
31,F,1550,Yes,2.741569644398594e-05,2.741569644398594e-05,0.06964281024641723,0.0698416055609019,0.07218145687870049,0.07301934380333588,0.07303015478115563,0.07327048849133647,0.2844796544084082,0.2844796544084082,0.795484478707645,Yes
32,F,1560,Yes,2.3863573755555628e-05,2.3863573755555628e-05,0.06685708515467007,0.06705216867447185,0.06934957107563845,0.0701728091036781,0.07018343296124728,0.07041961929477741,0.2929587932793549,0.2929587932793549,0.8019681032255481,Yes
33,F,1570,Yes,2.074734265198358e-05,2.074734265198358e-05,0.06410758028291964,0.06429870691035289,0.06655071277527488,0.06735821885624503,0.06736864152643256,0.06760036715685874,0.30133713888823926,0.30133713888823926,0.8083740755036917,Yes
34,F,1580,Yes,1.80171852616632e-05,1.80171852616632e-05,0.06140006060357462,0.06158700965256027,0.06379095609511931,0.06458174794885539,0.06459195666054313,0.06481893704468472,0.3095966487965898,0.3095966487965898,0.8146886683863838,Yes
35,F,1600,Yes,1.3541293938937195e-05,1.3541293938937195e-05,0.05613218159080995,0.05631021250553421,0.05841121009967232,0.059166038059046494,0.05917578583606198,0.05939253974087326,0.32569247477377733,0.32569247477377733,0.8269929735395467,Yes
36,F,1200,No,0.0017930405300073927,0.0017930405300073927,0.14782362625086298,0.1479178394368377,0.14898711964287448,0.14935266905392372,0.1493573271035208,0.1494604958694236,0.051757420783797976,0.051757420783797976,0.6156809424407642,Yes
37,F,1210,No,0.001613160110462637,0.001613160110462637,0.14667840202050564,0.14678116704432828,0.1479510417631888,0.14835257611697464,0.14835769830967324,0.1484711841116143,0.05509080519897128,0.05509080519897128,0.6184208035278785,Yes
38,F,1220,No,0.0014505854573960177,0.0014505854573960177,0.14546783155004933,0.14557895413791055,0.14684724657217518,0.14728403478820645,0.14728961185535935,0.14741320972115338,0.05860897022280615,0.05860897022280615,0.62128386034489,Yes
39,F,1230,No,0.0013037000941027819,0.0013037000941027819,0.1441903821733244,0.144309654363111,0.14567402531936796,0.14614527765265142,0.14615129956712028,0.14628478765308314,0.06231858653425387,0.06231858653425387,0.6242768818368265,Yes
40,F,1240,No,0.001171035700780006,0.001171035700780006,0.14284455212843442,0.14297175190765965,0.14442969529581376,0.1449345616190655,0.14494101757269465,0.14508415666049945,0.0662260966998821,0.0662260966998821,0.6274063085857129,Yes
41,F,1250,No,0.0010512588445257386,0.0010512588445257386,0.14142889859984464,0.1415637895800437,0.14311262832465035,0.1436501965502983,0.14365707493316526,0.1438096079660198,0.07033764317127282,0.07033764317127282,0.6306782115578579,Yes
42,F,1260,No,0.0009431588364264155,0.0009431588364264155,0.1399420671706773,0.14008439831035358,0.1417212808161867,0.14229057550904664,0.1422978638911459,0.14245951556388067,0.07465899052580516,0.07465899052580516,0.6340982452877846,Yes
43,F,1270,No,0.0008456366312607384,0.0008456366312607384,0.13838282257407492,0.13853232796279116,0.1402542252832146,0.14085420651717384,0.14086189163322202,0.14103236805159736,0.07919544235065074,0.07919544235065074,0.6376715958924445,Yes
44,F,1280,No,0.000757694689640754,0.000757694689640754,0.13675008057105542,0.1369064792876443,0.13871018314926975,0.139339745663261,0.13934781340133817,0.1395268018264572,0.08395175335386997,0.08395175335386997,0.6414029244455401,Yes
45,F,1290,No,0.0006784277269286826,0.0006784277269286826,0.13504294071520218,0.13520593677328263,0.1370880586133685,0.1377460313231898,0.13775446671794825,0.13794163541204751,0.08893203748865484,0.08893203748865484,0.6452963063915385,Yes
46,F,1300,No,0.0006070142778821045,0.0006070142778821045,0.1332607196930524,0.13343000208704,0.13538697326059246,0.13607211918353343,0.13608090641471116,0.13627590460473915,0.09413967309346985,0.09413967309346985,0.6493551678397146,Yes
47,F,1200,No,0.0017930405300073927,0.0017930405300073927,0.14782362625086298,0.1479178394368377,0.14898711964287448,0.14935266905392372,0.1493573271035208,0.1494604958694236,0.051757420783797976,0.051757420783797976,0.6156809424407642,Yes
48,F,1210,No,0.001613160110462637,0.001613160110462637,0.14667840202050564,0.14678116704432828,0.1479510417631888,0.14835257611697464,0.14835769830967324,0.1484711841116143,0.05509080519897128,0.05509080519897128,0.6184208035278785,Yes
49,F,1220,No,0.0014505854573960177,0.0014505854573960177,0.14546783155004933,0.14557895413791055,0.14684724657217518,0.14728403478820645,0.14728961185535935,0.14741320972115338,0.05860897022280615,0.05860897022280615,0.62128386034489,Yes
50,F,1230,No,0.0013037000941027819,0.0013037000941027819,0.1441903821733244,0.144309654363111,0.14567402531936796,0.14614527765265142,0.14615129956712028,0.14628478765308314,0.06231858653425387,0.06231858653425387,0.6242768818368265,Yes
51,F,1240,No,0.001171035700780006,0.001171035700780006,0.14284455212843442,0.14297175190765965,0.14442969529581376,0.1449345616190655,0.14494101757269465,0.14508415666049945,0.0662260966998821,0.0662260966998821,0.6274063085857129,Yes
52,F,1250,No,0.0010512588445257386,0.0010512588445257386,0.14142889859984464,0.1415637895800437,0.14311262832465035,0.1436501965502983,0.14365707493316526,0.1438096079660198,0.07033764317127282,0.07033764317127282,0.6306782115578579,Yes
53,F,1260,No,0.0009431588364264155,0.0009431588364264155,0.1399420671706773,0.14008439831035358,0.1417212808161867,0.14229057550904664,0.1422978638911459,0.14245951556388067,0.07465899052580516,0.07465899052580516,0.6340982452877846,Yes
54,F,1270,No,0.0008456366312607384,0.0008456366312607384,0.13838282257407492,0.13853232796279116,0.1402542252832146,0.14085420651717384,0.14086189163322202,0.14103236805159736,0.07919544235065074,0.07919544235065074,0.6376715958924445,Yes
55,F,1280,No,0.000757694689640754,0.000757694689640754,0.13675008057105542,0.1369064792876443,0.13871018314926975,0.139339745663261,0.13934781340133817,0.1395268018264572,0.08395175335386997,0.08395175335386997,0.6414029244455401,Yes
56,F,400,No,0.4573233648681266,0.4573233648681266,0.014913552714496783,0.01484775295509497,0.014100261482354461,0.013844184836585357,0.013840919165871945,0.013768570858549822,1.90141025306911e-05,1.90141025306911e-05,0.10331617497501627,No
57,F,425,No,0.4466607419232825,0.4466607419232825,0.01860685109161854,0.01852768507486854,0.017627324440479184,0.017318434117949904,0.01731449343812521,0.01722718114551013,2.8273400108799674e-05,2.8273400108799674e-05,0.11438101686964894,No
58,F,450,No,0.433719187715791,0.433719187715791,0.023080281982237515,0.0229857165828166,0.02190897650204816,0.02153903860611835,0.021534317305006247,0.02142969731483509,4.179811599207579e-05,4.179811599207579e-05,0.12781293575905137,No
59,F,475,No,0.41821121269090505,0.41821121269090505,0.028429257879591753,0.028317252857125556,0.027040453138955173,0.02660113649151409,0.02659552758296801,0.026471224872089447,6.136087706243136e-05,6.136087706243136e-05,0.1439116170616454,No
60,F,500,No,0.3999101727838113,0.3999101727838113,0.034727192770773886,0.034595844194501256,0.03309676780605403,0.03258020486557299,0.032573607147104645,0.03242737398050028,8.933181393958645e-05,8.933181393958645e-05,0.16291413896004556,No
