Criterion,SAT,Gender,LFR_Score,Predicted_Admission
max_delta,760,F,3.306824045839341e-09,No
max_delta,770,M,0.9730203346238027,Yes
max_delta,770,F,4.448923011797915e-09,No
max_delta,780,M,0.9798065202265545,Yes
max_delta,780,F,5.985475998337791e-09,No
max_delta,790,M,0.9849122467696163,Yes
max_delta,790,F,8.052718110126888e-09,No
max_delta,800,M,0.98874187264044,Yes
max_delta,800,F,1.08339368385865e-08,No
max_delta,810,M,0.9916077322477188,Yes
max_delta,810,F,1.4575722843461904e-08,No
max_delta,820,M,0.9937486734623805,Yes
max_delta,820,F,1.9609833368991495e-08,No
max_delta,830,M,0.9953460051674645,Yes
max_delta,830,F,2.6382606764748596e-08,No
max_delta,840,M,0.9965366109970433,Yes
max_delta,840,F,3.549453608187399e-08,No
max_delta,850,M,0.9974234191641103,Yes
max_delta,850,F,4.7753510444843137e-08,No
max_delta,860,M,0.9980835948707191,Yes
max_delta,860,F,6.424644471730874e-08,No
max_delta,870,M,0.9985748609774843,Yes
max_delta,870,F,8.643564832934647e-08,No
max_delta,880,M,0.9989403258386622,Yes
max_delta,880,F,1.1628847756062334e-07,No
max_delta,890,M,0.9992121442675563,Yes
max_delta,890,F,1.564517665490548e-07,No
max_delta,900,M,0.999414279072058,Yes
max_delta,900,F,2.1048650244841272e-07,No
max_delta,910,M,0.9995645761190565,Yes
max_delta,910,F,2.831835514765379e-07,No
max_delta,920,M,0.9996763191631468,Yes
max_delta,920,F,3.809884286193006e-07,No
max_delta,930,M,0.9997593924378652,Yes
max_delta,930,F,5.125727715533076e-07,No
max_delta,940,M,0.9998211486202395,Yes
max_delta,940,F,6.896031859809385e-07,No
max_delta,950,M,0.9998670560949479,Yes
max_delta,950,F,9.277756280296608e-07,No
max_delta,960,M,0.999901181228701,Yes
max_delta,960,F,1.2482070307367254e-06,No
max_delta,970,M,0.9999265474862606,Yes
max_delta,970,F,1.6793075524781529e-06,No
max_delta,980,M,0.9999454027147903,Yes
max_delta,980,F,2.2592994322902106e-06,No
max_delta,990,M,0.9999594180107423,Yes
max_delta,990,F,3.0396057557877236e-06,No
max_delta,1000,M,0.9999698356443854,Yes
max_delta,1000,F,4.0894095437784925e-06,No
max_delta,1010,M,0.999977579070595,Yes
max_delta,1010,F,5.5017873029854605e-06,No
max_delta,1020,M,0.9999833347318101,Yes
max_delta,1020,F,7.4019607079391346e-06,No
max_delta,1030,M,0.9999876128795349,Yes
max_delta,1030,F,9.958397762045039e-06,No
max_delta,1040,M,0.9999907927923424,Yes
max_delta,1040,F,1.3397747210526125e-05,No
max_delta,1050,M,0.9999931563914399,Yes
max_delta,1050,F,1.802492945000002e-05,No
max_delta,1060,M,0.9999949132297816,Yes
max_delta,1060,F,2.425016365434047e-05,No
max_delta,1070,M,0.9999962190678564,Yes
max_delta,1070,F,3.2625324527561894e-05,No
max_delta,1080,M,0.9999971896817688,Yes
max_delta,1080,F,4.389284694470737e-05,No
max_delta,1090,M,0.9999979111271261,Yes
max_delta,1090,F,5.905150503664061e-05,No
max_delta,1100,M,0.9999984473683348,Yes
max_delta,1100,F,7.944488074443297e-05,No
max_delta,1110,M,0.9999988459495135,Yes
max_delta,1110,F,0.00010688033470980683,No
max_delta,1120,M,0.9999991422096954,Yes
max_delta,1120,F,0.0001437889716931612,No
max_delta,1130,M,0.9999993624159782,Yes
max_delta,1130,F,0.00019344068199694594,No
max_delta,1140,M,0.9999995260923797,Yes
max_delta,1140,F,0.0002602331414419106,No
max_delta,1150,M,0.9999996477508604,Yes
max_delta,1150,F,0.0003500800613131978,No
max_delta,1160,M,0.9999997381779756,Yes
max_delta,1160,F,0.00047093251102589014,No
max_delta,1170,M,0.9999998053912328,Yes
max_delta,1170,F,0.0006334784498068449,No
max_delta,1180,M,0.9999998553499396,Yes
max_delta,1180,F,0.0008520805282981098,No
max_delta,1190,M,0.9999998924835709,Yes
max_delta,1190,F,0.0011460317662613019,No
max_delta,1200,M,0.9999999200844966,Yes
max_delta,1200,F,0.00154123404792724,No
max_delta,1210,M,0.9999999405998906,Yes
max_delta,1210,F,0.0020724367385155803,No
max_delta,1220,M,0.9999999558487049,Yes
max_delta,1220,F,0.0027862131802813767,No
max_delta,1230,M,0.9999999671829416,Yes
max_delta,1230,F,0.003744901756875074,No
max_delta,1240,M,0.9999999756075262,Yes
max_delta,1240,F,0.0050317943027718,No
max_delta,1250,M,0.9999999818694054,Yes
max_delta,1250,F,0.0067579129575349945,No
max_delta,1260,M,0.9999999865237753,Yes
max_delta,1260,F,0.009070765198808844,No
max_delta,1270,M,0.9999999899833052,Yes
max_delta,1270,F,0.012165481029859036,No
max_delta,1280,M,0.9999999925547267,Yes
max_delta,1280,F,0.01629866939300363,No
max_delta,1290,M,0.9999999944660295,Yes
max_delta,1290,F,0.021805100346098238,No
max_delta,1300,M,0.9999999958866748,Yes
max_delta,1300,F,0.029116789735466664,No
max_delta,1310,M,0.9999999969426214,Yes
max_delta,1310,F,0.03878302972000529,No
max_delta,1320,M,0.999999997727492,Yes
max_delta,1320,F,0.051488102842631105,No
max_delta,1330,M,0.9999999983108756,Yes
max_delta,1330,F,0.06806057236582769,No
max_delta,1340,M,0.9999999987444969,Yes
max_delta,1340,F,0.0894640983694293,No
max_delta,1350,M,0.9999999990668015,Yes
max_delta,1350,F,0.11675528931598775,No
max_delta,1360,M,0.9999999993063662,Yes
max_delta,1360,F,0.15099116398181078,No
max_delta,1370,M,0.9999999994844315,Yes
max_delta,1370,F,0.19307150386143204,No
max_delta,1380,M,0.999999999616785,Yes
max_delta,1380,F,0.24351565058047214,No
max_delta,1390,M,0.9999999997151614,Yes
max_delta,1390,F,0.3022035153290569,No
max_delta,1400,M,0.9999999997882834,Yes
max_delta,1400,F,0.36815199440527324,No
max_delta,1410,M,0.9999999998426339,Yes
max_delta,1410,F,0.4394291443182425,No
max_delta,1420,M,0.9999999998830318,Yes
max_delta,1420,F,0.5132955294410471,Yes
max_delta,1430,M,0.9999999999130593,Yes
max_delta,1430,F,0.5865856853057865,Yes
max_delta,1440,M,0.9999999999353781,Yes
max_delta,1440,F,0.6562308559181927,Yes
max_delta,1450,M,0.9999999999519674,Yes
max_delta,1450,F,0.7197488415593677,Yes
max_delta,1460,M,0.9999999999642981,Yes
max_delta,1460,F,0.7755448573096235,Yes
max_delta,1470,M,0.9999999999734631,Yes
max_delta,1470,F,0.8229646429861326,Yes
max_delta,1480,M,0.9999999999802756,Yes
max_delta,1480,F,0.8621469645007671,Yes
max_delta,1490,M,0.9999999999853391,Yes
max_delta,1490,F,0.8937765981941338,Yes
max_delta,1500,M,0.9999999999891028,Yes
max_delta,1500,F,0.9188322250848135,Yes
max_delta,1510,M,0.9999999999919003,Yes
max_delta,1510,F,0.9383852366223709,Yes
max_delta,1520,M,0.9999999999939795,Yes
max_delta,1520,F,0.9534665475841179,Yes
max_delta,1530,M,0.999999999995525,Yes
max_delta,1530,F,0.9649941450448737,Yes
max_delta,1540,M,0.999999999996674,Yes
max_delta,1540,F,0.9737446806569771,Yes
max_delta,1550,M,0.9999999999975276,Yes
max_delta,1550,F,0.9803523507110068,Yes
max_delta,1560,M,0.9999999999981624,Yes
max_delta,1560,F,0.9853221366923615,Yes
max_delta,1570,M,0.9999999999986341,Yes
max_delta,1570,F,0.9890488796855713,Yes
max_delta,1580,M,0.9999999999989848,Yes
max_delta,1580,F,0.9918372330287235,Yes
max_delta,1590,M,0.9999999999992455,Yes
max_delta,1590,F,0.9939199855617299,Yes
max_delta,1600,M,0.999999999999439,Yes
max_delta,1600,F,0.9954737431742463,Yes
