ID,Gender,SAT,Admission,v1,v2,v3,v4,LFR_Score,Predicted_Admission
38,F,1220,No,6.0193770231838816e-21,0.49990681016304983,0.5000426442808568,5.054550608914036e-05,0.5008158094819114,No
39,F,1230,No,2.24282057470397e-21,0.49987601169021567,0.5000242757446176,9.971251516420949e-05,0.500834156858705,No
40,F,1240,No,8.356352380846171e-22,0.499821309321781,0.49998199440472585,0.00019669622349496223,0.5008763759845677,No
41,F,1250,No,3.1131352614308556e-22,0.49971946983376053,0.49989255720540154,0.00038797291084855326,0.5009656700095696,No
42,F,1260,No,1.1595739374251888e-22,0.49952471790707637,0.4997101683142449,0.0007651137287076551,0.5011477561388712,Yes
43,F,1270,No,4.317572617603187e-23,0.49914697792914614,0.4993447094995821,0.0015083125213372493,0.5015125978775371,Yes
44,F,1280,No,1.606449977579882e-23,0.49840944047968555,0.49861928323816257,0.00297127623228982,0.5022367890246154,Yes
45,F,1290,No,5.968676151888969e-24,0.49696674243929856,0.49718834554626995,0.005844911964712732,0.5036652802747648,Yes
46,F,1300,No,2.211464227018807e-24,0.494150781860754,0.4943834272857107,0.011465790804096954,0.5064653930095042,Yes
47,F,1200,No,4.335499874945096e-20,0.4999380243639663,0.5000489881952535,1.2987390775350742e-05,0.5008094557068139,No
48,F,1210,No,1.6154667772551667e-20,0.49992548923157476,0.5000488891980154,2.5621520404921464e-05,0.5008095649100716,No
49,F,1220,No,6.0193770231838816e-21,0.49990681016304983,0.5000426442808568,5.054550608914036e-05,0.5008158094819114,No
50,F,1230,No,2.24282057470397e-21,0.49987601169021567,0.5000242757446176,9.971251516420949e-05,0.500834156858705,No
51,F,1240,No,8.356352380846171e-22,0.499821309321781,0.49998199440472585,0.00019669622349496223,0.5008763759845677,No
52,F,1250,No,3.1131352614308556e-22,0.49971946983376053,0.49989255720540154,0.00038797291084855326,0.5009656700095696,No
53,F,1260,No,1.1595739374251888e-22,0.49952471790707637,0.4997101683142449,0.0007651137287076551,0.5011477561388712,Yes
54,F,1270,No,4.317572617603187e-23,0.49914697792914614,0.4993447094995821,0.0015083125213372493,0.5015125978775371,Yes
55,F,1280,No,1.606449977579882e-23,0.49840944047968555,0.49861928323816257,0.00297127623228982,0.5022367890246154,Yes
56,F,400,No,0.9999999998999987,5.80037908669065e-16,5.790132344697088e-16,3.720075975648824e-44,5.810309499719504e-16,No
57,F,425,No,0.9999999998999862,6.843559101335116e-15,6.831894372261488e-15,2.3994524663768136e-42,6.855276551807195e-15,No
58,F,450,No,0.9999999998998386,8.07435177485619e-14,8.061090478610356e-14,1.5476490738597784e-40,8.088177850849383e-14,No
59,F,475,No,0.9999999998980962,9.526498656423052e-13,9.511443849025632e-13,9.982350929552007e-39,9.5428128177066e-13,No
60,F,500,No,0.9999999998775373,1.1239809606974706e-11,1.1222745152348283e-11,6.4386256394891986e-37,1.1259059599363426e-11,No
